,"Australian Bureau of Statistics Statistics New Zealand",,
690504,"Other Transport","889899p","Environmentally Sustainable Transport not elsewhere classified"
700101,"Application Packages","890201","Application Software Packages (excl. Computer Games)"
700101,"Application Packages","890203","Computer Gaming Software"
700102,"Application Tools and System Utilities","890202","Application Tools and System Utilities"
700103,"Information Processing Services","890205","Information Processing Services (incl. Data Entry and Capture)"
700199,"Computer Software and Services not elsewhere classified","890204","Computer Time Leasing, Sharing and Renting Services"
700199,"Computer Software and Services not elsewhere classified","890206","Internet Hosting Services (incl. Application Hosting Services)"
700199,"Computer Software and Services not elsewhere classified","890299","Computer Software and Services not elsewhere classified"
700199,"Computer Software and Services not elsewhere classified","899999p","Information and Communication Services not elsewhere classified"
700201,"Library and Related Information Services","890302","Library and Archival Services"
700299,"Information Services not elsewhere classified","890301","Electronic Information Storage and Retrieval Services"
700299,"Information Services not elsewhere classified","890303","News Collection Services"
700299,"Information Services not elsewhere classified","890399","Information Services not elsewhere classified"
700299,"Information Services not elsewhere classified","899999p","Information and Communication Services not elsewhere classified"
700301,"Broadcasting","890403","Internet Broadcasting"
700301,"Broadcasting","890405","Radio and Television Broadcasting"
700302,"Telecommunications","890101","Fixed Line Data Networks and Services"
700302,"Telecommunications","890102","Fixed Line Telephone Networks and Services"
700302,"Telecommunications","890103","Mobile Data Networks and Services"
700302,"Telecommunications","890104","Mobile Telephone Networks and Services"
700302,"Telecommunications","890105","Satellite Communication Networks and Services"
700303,"Postal Communications","889904p","Postal and Package Services (incl. Courier Services)"
700399,"Communication Services not elsewhere classified","890106","Videoconference Services"
700399,"Communication Services not elsewhere classified","890199","Communication Networks and Services not elsewhere classified"
700399,"Communication Services not elsewhere classified","890401","Animation and Computer Generated Imagery Services"
700399,"Communication Services not elsewhere classified","890402","Film and Video Services (excl. Animation and Computer Generated Imagery)"
700399,"Communication Services not elsewhere classified","890404","Publishing and Print Services (incl. Internet Publishing)"
700399,"Communication Services not elsewhere classified","890499","Media Services not elsewhere classified"
700399,"Communication Services not elsewhere classified","899999p","Information and Communication Services not elsewhere classified"
700401,"Prevention and Treatment of Pollution","899801","Management of Greenhouse Gas Emissions from Information and Communication Services"
700401,"Prevention and Treatment of Pollution","899802","Management of Solid Waste from Information and Communication Services"
700401,"Prevention and Treatment of Pollution","899803","Management of Water Consumption by Information and Communication Services"
700401,"Prevention and Treatment of Pollution","899899","Environmentally Sustainable Information and Communication Services not elsewhere classified"
710101,"Electricity Services and Utilities","850601p","Energy Services and Utilities"
710102,"Gas Services and Utilities","850601p","Energy Services and Utilities"
710103,"Water Services and Utilities","900403","Water Recycling Services (incl. Sewage and Greywater)"
710103,"Water Services and Utilities","900404","Water Services and Utilities"
710201,"Waste Management","900401","Waste Management Services"
710202,"Recycling","900402","Waste Recycling Services"
710299,"Other","900499","Water and Waste Services not elsewhere classified"
710301,"Wholesale Trade","900204p","Wholesale and Retail Trade"
710302,"Retail Trade","900204p","Wholesale and Retail Trade"
710401,"Finance and Investment Services","900101","Finance Services"
710401,"Finance and Investment Services","900102","Investment Services (excl. Superannuation)"
710402,"Insurance Services","900103","Superannuation and Insurance Services"
710402,"Insurance Services","900199","Financial Services not elsewhere classified"
710403,"Property and Business Services","900201p","Administration and Business Support Services"
710403,"Property and Business Services","900203p","Property Services (incl. Security)"
710501,"Economic Issues","900301","Economic Issues in Tourism"
710502,"Socio-Cultural Issues","900302","Socio-Cultural Issues in Tourism"
710503,"Tourism Infrastructure Development","900303","Tourism Infrastructure Development"
710599,"Tourism not elsewhere classified","900399","Tourism not elsewhere classified"
710601,"Recreational Services","909902","Recreational Services"
710602,"Hospitality Services","909901","Hospitality Services"
710603,"Commercial Security Services","900203p","Property Services (incl. Security)"
710699,"Commercial Services not elsewhere classified","900201p","Administration and Business Support Services"
710699,"Commercial Services not elsewhere classified","900202","Professional, Scientific and Technical Services"
710699,"Commercial Services not elsewhere classified","900299","Property, Business Support Services and Trade not elsewhere classified"
710699,"Commercial Services not elsewhere classified","909999","Commercial Services and Tourism not elsewhere classified"
710701,"Electricity, Gas and Water Services and Utilities","909801p","Management of Gaseous Waste from Commercial Services and Tourism (excl. Greenhouse Gases)"
710701,"Electricity, Gas and Water Services and Utilities","909802p","Management of Greenhouse Gas Emissions from Commercial Services and Tourism"
710701,"Electricity, Gas and Water Services and Utilities","909803p","Management of Liquid Waste from Commercial Services and Tourism (excl. Water)"
710701,"Electricity, Gas and Water Services and Utilities","909804p","Management of Solid Waste from Commercial Services and Tourism"
710701,"Electricity, Gas and Water Services and Utilities","909805p","Management of Water Consumption by Commercial Services and Tourism"
710701,"Electricity, Gas and Water Services and Utilities","909899p","Environmentally Sustainable Commercial Services and Tourism not elsewhere classified"
710702,"Waste Management and Recycling","909801p","Management of Gaseous Waste from Commercial Services and Tourism (excl. Greenhouse Gases)"
710702,"Waste Management and Recycling","909802p","Management of Greenhouse Gas Emissions from Commercial Services and Tourism"
710702,"Waste Management and Recycling","909803p","Management of Liquid Waste from Commercial Services and Tourism (excl. Water)"
710702,"Waste Management and Recycling","909804p","Management of Solid Waste from Commercial Services and Tourism"
710702,"Waste Management and Recycling","909805p","Management of Water Consumption by Commercial Services and Tourism"
710702,"Waste Management and Recycling","909899p","Environmentally Sustainable Commercial Services and Tourism not elsewhere classified"
710703,"Wholesale and Retail Trade","909801p","Management of Gaseous Waste from Commercial Services and Tourism (excl. Greenhouse Gases)"
710703,"Wholesale and Retail Trade","909802p","Management of Greenhouse Gas Emissions from Commercial Services and Tourism"
710703,"Wholesale and Retail Trade","909803p","Management of Liquid Waste from Commercial Services and Tourism (excl. Water)"
710703,"Wholesale and Retail Trade","909804p","Management of Solid Waste from Commercial Services and Tourism"
710703,"Wholesale and Retail Trade","909805p","Management of Water Consumption by Commercial Services and Tourism"
710703,"Wholesale and Retail Trade","909899p","Environmentally Sustainable Commercial Services and Tourism not elsewhere classified"
710704,"Finance, Property and Business Services","909801p","Management of Gaseous Waste from Commercial Services and Tourism (excl. Greenhouse Gases)"
710704,"Finance, Property and Business Services","909802p","Management of Greenhouse Gas Emissions from Commercial Services and Tourism"
710704,"Finance, Property and Business Services","909803p","Management of Liquid Waste from Commercial Services and Tourism (excl. Water)"
710704,"Finance, Property and Business Services","909804p","Management of Solid Waste from Commercial Services and Tourism"
710704,"Finance, Property and Business Services","909805p","Management of Water Consumption by Commercial Services and Tourism"
710704,"Finance, Property and Business Services","909899p","Environmentally Sustainable Commercial Services and Tourism not elsewhere classified"
710705,"Tourism","909801p","Management of Gaseous Waste from Commercial Services and Tourism (excl. Greenhouse Gases)"
710705,"Tourism","909802p","Management of Greenhouse Gas Emissions from Commercial Services and Tourism"
710705,"Tourism","909803p","Management of Liquid Waste from Commercial Services and Tourism (excl. Water)"
710705,"Tourism","909804p","Management of Solid Waste from Commercial Services and Tourism"
710705,"Tourism","909805p","Management of Water Consumption by Commercial Services and Tourism"
710705,"Tourism","909899p","Environmentally Sustainable Commercial Services and Tourism not elsewhere classified"
710706,"Other Commercial Services","909801p","Management of Gaseous Waste from Commercial Services and Tourism (excl. Greenhouse Gases)"
710706,"Other Commercial Services","909802p","Management of Greenhouse Gas Emissions from Commercial Services and Tourism"
710706,"Other Commercial Services","909803p","Management of Liquid Waste from Commercial Services and Tourism (excl. Water)"
710706,"Other Commercial Services","909804p","Management of Solid Waste from Commercial Services and Tourism"
710706,"Other Commercial Services","909805p","Management of Water Consumption by Commercial Services and Tourism"
710706,"Other Commercial Services","909899p","Environmentally Sustainable Commercial Services and Tourism not elsewhere classified"
720101,"Fiscal Policy","910105","Fiscal Policy"
720102,"Monetary Policy","910108","Monetary Policy"
720103,"Exchange Rates","910104","Exchange Rates"
720104,"Balance of Payments","910101","Balance of Payments"
720105,"Income Distribution","910106","Income Distribution"
720106,"Taxation","910110","Taxation"
720199,"Macroeconomic Issues not elsewhere classified","910102","Demography"
720199,"Macroeconomic Issues not elsewhere classified","910103","Economic Growth"
720199,"Macroeconomic Issues not elsewhere classified","910107","Macro Labour Market Issues"
720199,"Macroeconomic Issues not elsewhere classified","910109","Savings and Investments"
720199,"Macroeconomic Issues not elsewhere classified","910199","Macroeconomics not elsewhere classified"
720201,"Microeconomic Effects of Taxation","910207","Microeconomic Effects of Taxation"
720202,"Consumption","910201","Consumption"
720203,"Industrial Organisations","910203","Industrial Organisations"
720204,"Industry Policy","910205","Industry Policy"
720205,"Industry Costs and Structure","910204","Industry Costs and Structure"
720299,"Microeconomic Issues not elsewhere classified","910202","Human Capital Issues"
720299,"Microeconomic Issues not elsewhere classified","910206","Market-Based Mechanisms"
720299,"Microeconomic Issues not elsewhere classified","910208","Micro Labour Market Issues"
720299,"Microeconomic Issues not elsewhere classified","910209","Preference, Behaviour and Welfare"
720299,"Microeconomic Issues not elsewhere classified","910210","Production"
720299,"Microeconomic Issues not elsewhere classified","910211","Supply and Demand"
720299,"Microeconomic Issues not elsewhere classified","910299","Microeconomics not elsewhere classified"
720301,"Trade Policy","910303","Trade Policy"
720302,"Assistance and Protection","910302","Trade Assistance and Protection"
720303,"International Agreements on Trade","910301","International Agreements on Trade"
720399,"International Trade Issues not elsewhere classified","910399","International Trade not elsewhere classified"
720401,"Marketing","910403","Marketing"
720402,"Industrial Relations","910401","Industrial Relations"
720403,"Management","910402","Management"
720404,"Productivity","910404","Productivity (excl. Public Sector)"
720499,"Management and Productivity Issues not elsewhere classified","910405","Public Sector Productivity"
720499,"Management and Productivity Issues not elsewhere classified","910499","Management and Productivity not elsewhere classified"
720501,"Defence Standards and Calibrations","910502","Defence Standards and Calibrations"
720502,"Manufacturing Standards and Calibrations","910503","Manufacturing Standards and Calibrations"
720503,"Service Industries Standards and Calibrations","910504","Service Industries Standards and Calibrations"
720599,"Measurement Standards and Calibration Services not elsewhere classified","910501","Agricultural and Environmental Standards"
720599,"Measurement Standards and Calibration Services not elsewhere classified","910599","Measurement Standards and Calibration Services not elsewhere classified"
729901,"Technological and Organisational Innovation","910406","Technological and Organisational Innovation"
729999,"Economic Issues not elsewhere classified","919901","Carbon and Emissions Trading"
729999,"Economic Issues not elsewhere classified","919902","Ecological Economics"
729999,"Economic Issues not elsewhere classified","919999","Economic Framework not elsewhere classified"
730101,"Infectious Diseases","920109","Infectious Diseases"
730102,"Immune System and Allergy","920108","Immune System and Allergy"
730103,"Blood Disorders","920101","Blood Disorders"
730104,"Nervous System and Disorders","920111","Nervous System and Disorders"
730105,"Endocrine Organs and Diseases (incl. Diabetes)","920104","Diabetes"
730105,"Endocrine Organs and Diseases (incl. Diabetes)","920106","Endocrine Organs and Diseases (excl. Diabetes)"
730106,"Cardiovascular System and Diseases","920103","Cardiovascular System and Diseases"
730107,"Inherited Diseases (incl. Gene Therapy)","920110","Inherited Diseases (incl. Gene Therapy)"
730108,"Cancer and Related Disorders","920102","Cancer and Related Disorders"
730109,"Surgical Methods and Procedures","920118","Surgical Methods and Procedures"
730110,"Respiratory System and Diseases (incl. Asthma)","920115","Respiratory System and Diseases (incl. Asthma)"
730111,"Hearing, Vision, Speech and Their Disorders","920107","Hearing, Vision, Speech and Their Disorders"
730112,"Oro-Dental Disorders","920113","Oro-Dental Disorders"
730113,"Digestive System Disorders","920105","Digestive System Disorders"
730114,"Skeletal System and Disorders (incl. Arthritis)","920116","Skeletal System and Disorders (incl. Arthritis)"
730115,"Urogenital System and Disorders","920119","Urogenital System and Disorders"
730116,"Reproductive System and Disorders","920114","Reproductive System and Disorders"
730117,"Skin and Related Disorders","920117","Skin and Related Disorders"
730118,"Organs, Diseases and Abnormal Conditions not elsewhere classified","920112p","Neurodegenerative Disorders Related to Ageing"
730118,"Organs, Diseases and Abnormal Conditions not elsewhere classified","920120p","Zoonoses"
730118,"Organs, Diseases and Abnormal Conditions not elsewhere classified","920199p","Clinical Health (Organs, Diseases and Abnormal Conditions) not elsewhere classified"
730118,"Organs, Diseases and Abnormal Conditions not elsewhere classified","929999p","Health not elsewhere classified"
730199,"Clinical Health not specific to Particular Organs, Diseases and Conditions","920112p","Neurodegenerative Disorders Related to Ageing"
730199,"Clinical Health not specific to Particular Organs, Diseases and Conditions","920120p","Zoonoses"
730199,"Clinical Health not specific to Particular Organs, Diseases and Conditions","920199p","Clinical Health (Organs, Diseases and Abnormal Conditions) not elsewhere classified"
730199,"Clinical Health not specific to Particular Organs, Diseases and Conditions","929999p","Health not elsewhere classified"
730201,"Women's Health","920507","Women's Health"
730202,"Men's Health","920504","Men's Health"
730203,"Health related to Ageing","920502","Health Related to Ageing"
730204,"Child Health","920501","Child Health"
730205,"Substance Abuse","920414","Substance Abuse"
730206,"Aboriginal and Torres Strait Islander Health","920301","Aboriginal and Torres Strait Islander Health - Determinants of Health"
730206,"Aboriginal and Torres Strait Islander Health","920302","Aboriginal and Torres Strait Islander Health - Health Status and Outcomes"
730206,"Aboriginal and Torres Strait Islander Health","920303","Aboriginal and Torres Strait Islander Health - Health System Performance (incl. Effectiveness of Interventions)"
730207,"Health Related to Specific Ethnic Groups","920304","Maori Health - Determinants of Health"
730207,"Health Related to Specific Ethnic Groups","920305","Maori Health - Health Status and Outcomes"
730207,"Health Related to Specific Ethnic Groups","920306","Maori Health - Health System Performance (incl. Effectiveness of Interventions)"
730207,"Health Related to Specific Ethnic Groups","920307","Pacific Peoples Health - Determinants of Health"
730207,"Health Related to Specific Ethnic Groups","920308","Pacific Peoples Health - Health Status and Outcomes"
730207,"Health Related to Specific Ethnic Groups","920309","Pacific Peoples Health - Health System Performance (incl. Effectiveness of Interventions)"
730207,"Health Related to Specific Ethnic Groups","920503","Health Related to Specific Ethnic Groups"
730208,"Occupational Health (excl. Economic Development Aspects)","920505","Occupational Health"
730209,"Rural Health","920506","Rural Health"
730210,"Environmental Health","920405","Environmental Health"
730211,"Mental Health","920410","Mental Health"
730212,"Disease Distribution and Transmission","920404","Disease Distribution and Transmission (incl. Surveillance and Response)"
730213,"Preventive Medicine","920412","Preventive Medicine"
730214,"Dental Health","920402","Dental Health"
730215,"Nutrition","920411","Nutrition"
730216,"Food Safety","920406","Food Safety"
730217,"Health Status (e.g. Indicators of Well-Being)","920408","Health Status (e.g. Indicators of Well-Being)"
730218,"Social Structure and Health","920413","Social Structure and Health"
730219,"Behaviour and Health","920401","Behaviour and Health"
730220,"Injury Control","920409","Injury Control"
730299,"Public Health not elsewhere classified","920399","Indigenous Health not elsewhere classified"
730299,"Public Health not elsewhere classified","920403","Disability and Functional Capacity"
730299,"Public Health not elsewhere classified","920407","Health Protection and/or Disaster Response"
730299,"Public Health not elsewhere classified","920499","Public Health (excl. Specific Population Health) not elsewhere classified"
730299,"Public Health not elsewhere classified","920599","Specific Population Health (excl. Indigenous Health) not elsewhere classified"
730299,"Public Health not elsewhere classified","929999p","Health not elsewhere classified"
730301,"Health Education and Promotion","920205","Health Education and Promotion"
730302,"Nursing","920210","Nursing"
730303,"Occupational, Speech and Physiotherapy","920201p","Allied Health Therapies (excl. Mental Health Services)"
730304,"Palliative Care","920211","Palliative Care"
730305,"Diagnostic Methods","920203","Diagnostic Methods"
730306,"Evaluation of Health Outcomes","920204","Evaluation of Health Outcomes"
730307,"Health Policy Evaluation","920208","Health Policy Evaluation"
730308,"Health Policy Economic Outcomes","920207","Health Policy Economic Outcomes"
730399,"Health and Support Services not elsewhere classified","920201p","Allied Health Therapies (excl. Mental Health Services)"
730399,"Health and Support Services not elsewhere classified","920202","Carer Health"
730399,"Health and Support Services not elsewhere classified","920206","Health Inequalities"
730399,"Health and Support Services not elsewhere classified","920209","Mental Health Services"
730399,"Health and Support Services not elsewhere classified","920299","Health and Support Services not elsewhere classified"
730399,"Health and Support Services not elsewhere classified","929999p","Health not elsewhere classified"
740101,"Early Childhood Education","930101p","Learner and Learning Achievement"
740101,"Early Childhood Education","930102p","Learner and Learning Processes"
740101,"Early Childhood Education","930103p","Learner Development"
740101,"Early Childhood Education","930104p","Moral and Social Development (incl. Affect)"
740101,"Early Childhood Education","930199p","Learner and Learning not elsewhere classified"
740101,"Early Childhood Education","930201p","Pedagogy"
740101,"Early Childhood Education","930202p","Teacher and Instructor Development"
740101,"Early Childhood Education","930203p","Teaching and Instruction Technologies"
740101,"Early Childhood Education","930299p","Teaching and Instruction not elsewhere classified"
740101,"Early Childhood Education","930301p","Assessment and Evaluation of Curriculum"
740101,"Early Childhood Education","930302p","Syllabus and Curriculum Development"
740101,"Early Childhood Education","930399p","Curriculum not elsewhere classified"
740101,"Early Childhood Education","930401p","Management and Leadership of Schools/Institutions"
740101,"Early Childhood Education","930402p","School/Institution Community and Environment"
740101,"Early Childhood Education","930403p","School/Institution Policies and Development"
740101,"Early Childhood Education","930499p","School/Institution not elsewhere classified"
740101,"Early Childhood Education","930502p","Management of Education and Training Systems"
740101,"Early Childhood Education","930503p","Resourcing of Education and Training Systems"
740101,"Early Childhood Education","930599p","Education and Training Systems not elsewhere classified"
740102,"Primary Education","930101p","Learner and Learning Achievement"
740102,"Primary Education","930102p","Learner and Learning Processes"
740102,"Primary Education","930103p","Learner Development"
740102,"Primary Education","930104p","Moral and Social Development (incl. Affect)"
740102,"Primary Education","930199p","Learner and Learning not elsewhere classified"
740102,"Primary Education","930201p","Pedagogy"
740102,"Primary Education","930202p","Teacher and Instructor Development"
740102,"Primary Education","930203p","Teaching and Instruction Technologies"
740102,"Primary Education","930299p","Teaching and Instruction not elsewhere classified"
740102,"Primary Education","930301p","Assessment and Evaluation of Curriculum"
740102,"Primary Education","930302p","Syllabus and Curriculum Development"
740102,"Primary Education","930399p","Curriculum not elsewhere classified"
740102,"Primary Education","930401p","Management and Leadership of Schools/Institutions"
740102,"Primary Education","930402p","School/Institution Community and Environment"
740102,"Primary Education","930403p","School/Institution Policies and Development"
740102,"Primary Education","930499p","School/Institution not elsewhere classified"
740102,"Primary Education","930502p","Management of Education and Training Systems"
740102,"Primary Education","930503p","Resourcing of Education and Training Systems"
740102,"Primary Education","930599p","Education and Training Systems not elsewhere classified"
740201,"Secondary Education","930101p","Learner and Learning Achievement"
740201,"Secondary Education","930102p","Learner and Learning Processes"
740201,"Secondary Education","930103p","Learner Development"
740201,"Secondary Education","930104p","Moral and Social Development (incl. Affect)"
740201,"Secondary Education","930199p","Learner and Learning not elsewhere classified"
740201,"Secondary Education","930201p","Pedagogy"
740201,"Secondary Education","930202p","Teacher and Instructor Development"
740201,"Secondary Education","930203p","Teaching and Instruction Technologies"
740201,"Secondary Education","930299p","Teaching and Instruction not elsewhere classified"
740201,"Secondary Education","930301p","Assessment and Evaluation of Curriculum"
740201,"Secondary Education","930302p","Syllabus and Curriculum Development"
740201,"Secondary Education","930399p","Curriculum not elsewhere classified"
740201,"Secondary Education","930401p","Management and Leadership of Schools/Institutions"
740201,"Secondary Education","930402p","School/Institution Community and Environment"
740201,"Secondary Education","930403p","School/Institution Policies and Development"
740201,"Secondary Education","930499p","School/Institution not elsewhere classified"
740201,"Secondary Education","930502p","Management of Education and Training Systems"
740201,"Secondary Education","930503p","Resourcing of Education and Training Systems"
740201,"Secondary Education","930599p","Education and Training Systems not elsewhere classified"
740301,"Higher Education","930101p","Learner and Learning Achievement"
740301,"Higher Education","930102p","Learner and Learning Processes"
740301,"Higher Education","930103p","Learner Development"
740301,"Higher Education","930104p","Moral and Social Development (incl. Affect)"
740301,"Higher Education","930199p","Learner and Learning not elsewhere classified"
740301,"Higher Education","930201p","Pedagogy"
740301,"Higher Education","930202p","Teacher and Instructor Development"
740301,"Higher Education","930203p","Teaching and Instruction Technologies"
740301,"Higher Education","930299p","Teaching and Instruction not elsewhere classified"
740301,"Higher Education","930301p","Assessment and Evaluation of Curriculum"
740301,"Higher Education","930302p","Syllabus and Curriculum Development"
740301,"Higher Education","930399p","Curriculum not elsewhere classified"
740301,"Higher Education","930401p","Management and Leadership of Schools/Institutions"
740301,"Higher Education","930402p","School/Institution Community and Environment"
740301,"Higher Education","930403p","School/Institution Policies and Development"
740301,"Higher Education","930499p","School/Institution not elsewhere classified"
740301,"Higher Education","930502p","Management of Education and Training Systems"
740301,"Higher Education","930503p","Resourcing of Education and Training Systems"
740301,"Higher Education","930599p","Education and Training Systems not elsewhere classified"
740401,"Vocational Education and Training","930101p","Learner and Learning Achievement"
740401,"Vocational Education and Training","930102p","Learner and Learning Processes"
740401,"Vocational Education and Training","930103p","Learner Development"
740401,"Vocational Education and Training","930104p","Moral and Social Development (incl. Affect)"
740401,"Vocational Education and Training","930199p","Learner and Learning not elsewhere classified"
740401,"Vocational Education and Training","930201p","Pedagogy"
740401,"Vocational Education and Training","930202p","Teacher and Instructor Development"
740401,"Vocational Education and Training","930203p","Teaching and Instruction Technologies"
740401,"Vocational Education and Training","930299p","Teaching and Instruction not elsewhere classified"
740401,"Vocational Education and Training","930301p","Assessment and Evaluation of Curriculum"
740401,"Vocational Education and Training","930302p","Syllabus and Curriculum Development"
740401,"Vocational Education and Training","930399p","Curriculum not elsewhere classified"
740401,"Vocational Education and Training","930401p","Management and Leadership of Schools/Institutions"
740401,"Vocational Education and Training","930402p","School/Institution Community and Environment"
740401,"Vocational Education and Training","930403p","School/Institution Policies and Development"
740401,"Vocational Education and Training","930499p","School/Institution not elsewhere classified"
740401,"Vocational Education and Training","930502p","Management of Education and Training Systems"
740401,"Vocational Education and Training","930503p","Resourcing of Education and Training Systems"
740401,"Vocational Education and Training","930599p","Education and Training Systems not elsewhere classified"
740501,"Special Education","930101p","Learner and Learning Achievement"
740501,"Special Education","930102p","Learner and Learning Processes"
740501,"Special Education","930103p","Learner Development"
740501,"Special Education","930104p","Moral and Social Development (incl. Affect)"
740501,"Special Education","930199p","Learner and Learning not elsewhere classified"
740501,"Special Education","930201p","Pedagogy"
740501,"Special Education","930202p","Teacher and Instructor Development"
740501,"Special Education","930203p","Teaching and Instruction Technologies"
740501,"Special Education","930299p","Teaching and Instruction not elsewhere classified"
740501,"Special Education","930301p","Assessment and Evaluation of Curriculum"
740501,"Special Education","930302p","Syllabus and Curriculum Development"
740501,"Special Education","930399p","Curriculum not elsewhere classified"
740501,"Special Education","930401p","Management and Leadership of Schools/Institutions"
740501,"Special Education","930402p","School/Institution Community and Environment"
740501,"Special Education","930403p","School/Institution Policies and Development"
740501,"Special Education","930499p","School/Institution not elsewhere classified"
740501,"Special Education","930502p","Management of Education and Training Systems"
740501,"Special Education","930503p","Resourcing of Education and Training Systems"
740501,"Special Education","930599p","Education and Training Systems not elsewhere classified"
740501,"Special Education","939907p","Special Needs Education"
749901,"Occupational Training","939999p","Education and Training not elsewhere classified"
749902,"Continuing Education","939999p","Education and Training not elsewhere classified"
749903,"Aboriginal and Torres Strait Islander Education","939901","Aboriginal and Torres Strait Islander Education"
749904,"Education Across Cultures","939999p","Education and Training not elsewhere classified"
749905,"Gender Aspects of Education","939904","Gender Aspects of Education"
749906,"Education Policy","930501p","Education and Training Systems Policies and Development"
749999,"Education and Training not elsewhere classified","930101p","Learner and Learning Achievement"
749999,"Education and Training not elsewhere classified","930102p","Learner and Learning Processes"
749999,"Education and Training not elsewhere classified","930103p","Learner Development"
749999,"Education and Training not elsewhere classified","930104p","Moral and Social Development (incl. Affect)"
749999,"Education and Training not elsewhere classified","930199p","Learner and Learning not elsewhere classified"
749999,"Education and Training not elsewhere classified","930201p","Pedagogy"
749999,"Education and Training not elsewhere classified","930202p","Teacher and Instructor Development"
749999,"Education and Training not elsewhere classified","930203p","Teaching and Instruction Technologies"
749999,"Education and Training not elsewhere classified","930299p","Teaching and Instruction not elsewhere classified"
749999,"Education and Training not elsewhere classified","930301p","Assessment and Evaluation of Curriculum"
749999,"Education and Training not elsewhere classified","930302p","Syllabus and Curriculum Development"
749999,"Education and Training not elsewhere classified","930399p","Curriculum not elsewhere classified"
749999,"Education and Training not elsewhere classified","930401p","Management and Leadership of Schools/Institutions"
749999,"Education and Training not elsewhere classified","930402p","School/Institution Community and Environment"
749999,"Education and Training not elsewhere classified","930403p","School/Institution Policies and Development"
749999,"Education and Training not elsewhere classified","930499p","School/Institution not elsewhere classified"
749999,"Education and Training not elsewhere classified","930501p","Education and Training Systems Policies and Development"
749999,"Education and Training not elsewhere classified","930502p","Management of Education and Training Systems"
749999,"Education and Training not elsewhere classified","930503p","Resourcing of Education and Training Systems"
749999,"Education and Training not elsewhere classified","930599p","Education and Training Systems not elsewhere classified"
749999,"Education and Training not elsewhere classified","939902","Education and Training Theory and Methodology"
749999,"Education and Training not elsewhere classified","939903","Equity and Access to Education"
749999,"Education and Training not elsewhere classified","939905","Maori Education"
749999,"Education and Training not elsewhere classified","939906","Pacific Peoples Education"
749999,"Education and Training not elsewhere classified","939907p","Special Needs Education"
749999,"Education and Training not elsewhere classified","939908","Workforce Transition and Employment"
749999,"Education and Training not elsewhere classified","939999p","Education and Training not elsewhere classified"
750101,"Employment","940501p","Employment Patterns and Change"
750102,"Changing Work Patterns","940501p","Employment Patterns and Change"
750103,"The Professions and Professionalisation","940502","Professions and Professionalisation"
750104,"Preserving Institutional and Organisational Histories","940599p","Work and Institutional Development not elsewhere classified"
750199,"Work not elsewhere classified","940503","Time Use, Unpaid Work and Volunteering"
750199,"Work not elsewhere classified","940504","Work and Family Responsibilities"
750199,"Work not elsewhere classified","940505","Workplace Safety"
750199,"Work not elsewhere classified","940599p","Work and Institutional Development not elsewhere classified"
750201,"The Performing Arts (incl. Music, Theatre and Dance)","950101","Music"
750201,"The Performing Arts (incl. Music, Theatre and Dance)","950105","The Performing Arts (incl. Theatre and Dance)"
750202,"The Creative Arts","950104","The Creative Arts (incl. Graphics and Craft)"
750203,"Organised Sports","950102","Organised Sports"
750204,"Recreation","950103","Recreation"
750299,"Arts and Leisure not elsewhere classified","950199","Arts and Leisure not elsewhere classified"
750301,"The Distribution of Wealth","940108p","Distribution of Income and Wealth"
750302,"Class","940116p","Social Class and Inequalities"
750303,"Gender","940113p","Gender and Sexualities"
750304,"The Aged","940103","Ageing and Older People"
750305,"Ability and Disability","940101","Ability and Disability"
750306,"Ethnicity and Multiculturalism","940111p","Ethnicity, Multiculturalism and Migrant Development and Welfare"
750307,"Families","940112p","Families and Family Services"
750308,"National Identity","940106","Citizenship and National Identity"
750309,"Aboriginal and Torres Strait Islander Development and Welfare","940102","Aboriginal and Torres Strait Islander Development and Welfare"
750310,"Carers Development and Welfare (i.e. Carers for the Aged, Disabled)","940104","Carers' Development and Welfare"
750311,"Migrant Development and Welfare","940111p","Ethnicity, Multiculturalism and Migrant Development and Welfare"
750312,"Youth/Child Development and Welfare","940105p","Children's/Youth Services and Childcare"
750399,"Community Services not elsewhere classified","940105p","Children's/Youth Services and Childcare"
750399,"Community Services not elsewhere classified","940107","Comparative Structure and Development of Community Services"
750399,"Community Services not elsewhere classified","940108p","Distribution of Income and Wealth"
750399,"Community Services not elsewhere classified","940109","Employment Services"
750399,"Community Services not elsewhere classified","940110","Environmental Services"
750399,"Community Services not elsewhere classified","940112p","Families and Family Services"
750399,"Community Services not elsewhere classified","940113p","Gender and Sexualities"
750399,"Community Services not elsewhere classified","940114","Maori Development and Welfare"
750399,"Community Services not elsewhere classified","940115","Pacific Peoples Development and Welfare"
750399,"Community Services not elsewhere classified","940116p","Social Class and Inequalities"
750399,"Community Services not elsewhere classified","940117","Structure, Delivery and Financing of Community Services"
750399,"Community Services not elsewhere classified","940199","Community Service (excl. Work) not elsewhere classified"
750401,"Religion and Society","950404","Religion and Society"
750402,"Religious Structures and Ritual","950405","Religious Structures and Ritual"
750403,"Bioethics","950401","Bioethics"
750404,"Social Ethics","950407","Social Ethics"
750405,"Environmental Ethics","950403","Environmental Ethics"
750406,"Business Ethics","950402","Business Ethics"
750499,"Religion and Ethics not elsewhere classified","950406","Religious Traditions (excl. Structures and Rituals)"
750499,"Religion and Ethics not elsewhere classified","950408","Technological Ethics"
