,"Australian Bureau of Statistics Statistics New Zealand",,
"ABS Cat. no. 1297.0 Australian and New Zealand Standard Research Classification 2008 Correspondence Tables",,,
"Released at 11.30am (Canberra time) 22 April 2008",,,
"940408","Rehabilitation and Correctional Services",750505,"Correctional Services"
"940408","Rehabilitation and Correctional Services","750599p","Justice and the Law not elsewhere classified"
"940499","Justice and the Law not elsewhere classified",750501,"Ownership of the Land"
"940499","Justice and the Law not elsewhere classified",750502,"Consumer Affairs"
"940499","Justice and the Law not elsewhere classified","750599p","Justice and the Law not elsewhere classified"
"940501","Employment Patterns and Change",750101,"Employment"
"940501","Employment Patterns and Change",750102,"Changing Work Patterns"
"940502","Professions and Professionalisation",750103,"The Professions and Professionalisation"
"940503","Time Use, Unpaid Work and Volunteering","750199p","Work not elsewhere classified"
"940504","Work and Family Responsibilities","750199p","Work not elsewhere classified"
"940505","Workplace Safety","750199p","Work not elsewhere classified"
"940599","Work and Institutional Development not elsewhere classified",750104,"Preserving Institutional and Organisational Histories"
"940599","Work and Institutional Development not elsewhere classified","750199p","Work not elsewhere classified"
"949999","Law, Politics and Community Services not elsewhere classified","759999p","Other Social Development and Community Services"
"950101","Music","750201p","The Performing Arts (incl. Music, Theatre and Dance)"
"950102","Organised Sports",750203,"Organised Sports"
"950103","Recreation",750204,"Recreation"
"950104","The Creative Arts (incl. Graphics and Craft)",750202,"The Creative Arts"
"950105","The Performing Arts (incl. Theatre and Dance)","750201p","The Performing Arts (incl. Music, Theatre and Dance)"
"950199","Arts and Leisure not elsewhere classified",750299,"Arts and Leisure not elsewhere classified"
"950201","Communication Across Languages and Culture",751005,"Communication Across Languages and Culture"
"950202","Languages and Literacy",751002,"Languages and Literacy"
"950203","Languages and Literature",751001,"Languages and Literature"
"950204","The Media",751004,"The Media"
"950205","Visual Communication",751003,"Visual Communication"
"950299","Communication not elsewhere classified",751099,"Communication not elsewhere classified"
"950301","Āhuatanga Māori (Māori Tradition)","750899p","Heritage not elsewhere classified"
"950302","Conserving Aboriginal and Torres Strait Islander Heritage",750805,"Aboriginal and Torres Strait Islander Heritage"
"950303","Conserving Collections and Movable Cultural Heritage",750802,"Preserving Movable Cultural Heritage"
"950303","Conserving Collections and Movable Cultural Heritage",751006,"Managing Collections"
"950304","Conserving Intangible Cultural Heritage","750899p","Heritage not elsewhere classified"
"950305","Conserving Natural Heritage","750899p","Heritage not elsewhere classified"
"950306","Conserving Pacific Peoples Heritage","750899p","Heritage not elsewhere classified"
"950307","Conserving the Historic Environment",750801,"Preserving the Built Environment"
"950308","Mātauranga Māori (Māori Knowledge)","750899p","Heritage not elsewhere classified"
"950309","Taonga (Māori Artefacts)","750899p","Heritage not elsewhere classified"
"950310","Tikanga Māori (Māori Customary Practices) ","750899p","Heritage not elsewhere classified"
"950311","Wahi Taonga (Māori Places of Significance)","750899p","Heritage not elsewhere classified"
"950399","Heritage not elsewhere classified","750899p","Heritage not elsewhere classified"
"950401","Bioethics",750403,"Bioethics"
"950402","Business Ethics",750406,"Business Ethics"
"950403","Environmental Ethics",750405,"Environmental Ethics"
"950404","Religion and Society",750401,"Religion and Society"
"950405","Religious Structures and Ritual",750402,"Religious Structures and Ritual"
"950406","Religious Traditions (excl. Structures and Rituals)","750499p","Religion and Ethics not elsewhere classified"
"950407","Social Ethics",750404,"Social Ethics"
"950408","Technological Ethics","750499p","Religion and Ethics not elsewhere classified"
"950409","Workplace and Organisational Ethics","750499p","Religion and Ethics not elsewhere classified"
"950499","Religion and Ethics not elsewhere classified","750499p","Religion and Ethics not elsewhere classified"
"950501","Understanding Africa's Past","750902p","Understanding the Past of Other Societies"
"950502","Understanding Asia's Past","750902p","Understanding the Past of Other Societies"
"950503","Understanding Australia's Past",750901,"Understanding Australia's Past"
"950504","Understanding Europe's Past","750902p","Understanding the Past of Other Societies"
"950505","Understanding New Zealand's Past","750902p","Understanding the Past of Other Societies"
"950506","Understanding the Past of the Americas","750902p","Understanding the Past of Other Societies"
"950599","Understanding Past Societies not elsewhere classified","750902p","Understanding the Past of Other Societies"
"959999","Cultural Understanding not elsewhere classified","759999p","Other Social Development and Community Services"
"960101","Antarctic and Sub-Antarctic Air Quality",771101,"Air Quality"
"960102","Coastal and Estuarine Air Quality",770401,"Air Quality"
"960103","Farmland, Arable Cropland and Permanent Cropland Air Quality",770801,"Air Quality"
"960104","Marine Air Quality",770301,"Air Quality"
"960105","Mining Air Quality",771001,"Air Quality"
"960106","Urban and Industrial Air Quality",770501,"Air Quality"
"960199","Air Quality not elsewhere classified",770601,"Air Quality"
"960199","Air Quality not elsewhere classified",770701,"Air Quality"
"960199","Air Quality not elsewhere classified",770901,"Air Quality"
"960199","Air Quality not elsewhere classified",779901,"Air Quality"
"960201","Atmospheric Composition (incl. Greenhouse Gas Inventory)",770201,"Atmospheric Composition"
"960202","Atmospheric Processes and Dynamics","770199p","Other"
"960202","Atmospheric Processes and Dynamics",770202,"Atmospheric Processes"
"960203","Weather",770103,"Weather"
"960299","Atmosphere and Weather not elsewhere classified","770199p","Other"
"960301","Climate Change Adaptation Measures",760101,"Global Climate Change Adaptation Measures"
"960302","Climate Change Mitigation Strategies","770101p","Climate Change"
"960303","Climate Change Models","770101p","Climate Change"
"960304","Climate Variability (excl. Social Impacts)","770102p","Climate Variability"
"960305","Ecosystem Adaptation to Climate Change","770101p","Climate Change"
"960306","Effects of Climate Change and Variability on Antarctic and Sub-Antarctic Environments (excl. Social Impacts)","770101p","Climate Change"
"960306","Effects of Climate Change and Variability on Antarctic and Sub-Antarctic Environments (excl. Social Impacts)","770102p","Climate Variability"
"960307","Effects of Climate Change and Variability on Australia (excl. Social Impacts)","770101p","Climate Change"
"960307","Effects of Climate Change and Variability on Australia (excl. Social Impacts)","770102p","Climate Variability"
"960308","Effects of Climate Change and Variability on New Zealand (excl. Social Impacts)","770101p","Climate Change"
"960308","Effects of Climate Change and Variability on New Zealand (excl. Social Impacts)","770102p","Climate Variability"
"960309","Effects of Climate Change and Variability on the South Pacific (excl. Australia and New Zealand) (excl. Social Impacts)","770101p","Climate Change"
"960309","Effects of Climate Change and Variability on the South Pacific (excl. Australia and New Zealand) (excl. Social Impacts)","770102p","Climate Variability"
"960310","Global Effects of Climate Change and Variability (excl. Australia, New Zealand, Antarctica and the South Pacific) (excl. Social Impacts)","770101p","Climate Change"
"960310","Global Effects of Climate Change and Variability (excl. Australia, New Zealand, Antarctica and the South Pacific) (excl. Social Impacts)","770102p","Climate Variability"
"960311","Social Impacts of Climate Change and Variability","770101p","Climate Change"
"960311","Social Impacts of Climate Change and Variability","770102p","Climate Variability"
"960399","Climate and Climate Change not elsewhere classified","770199p","Other"
"960401","Border Biosecurity (incl. Quarantine and Inspection)","779904p","Control of Pests and Exotic Species"
"960402","Control of Animal Pests, Diseases and Exotic Species in Coastal and Estuarine Environments","630503p","Fish"
"960402","Control of Animal Pests, Diseases and Exotic Species in Coastal and Estuarine Environments","770404p","Control of Pests and Exotic Species"
"960403","Control of Animal Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments","620501p","Field Crops"
"960403","Control of Animal Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments","620502p","Horticultural Crops"
"960403","Control of Animal Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments","630501p","Livestock"
"960403","Control of Animal Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments","630502p","Pasture, Browse and Fodder Crops"
"960403","Control of Animal Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments","770804p","Control of Pests and Exotic Species"
"960404","Control of Animal Pests, Diseases and Exotic Species in Forest and Woodlands Environments","620503p","Forestry"
"960404","Control of Animal Pests, Diseases and Exotic Species in Forest and Woodlands Environments","770704p","Control of Pests and Exotic Species"
"960405","Control of Pests, Diseases and Exotic Species at Regional or Larger Scales","779904p","Control of Pests and Exotic Species"
"960406","Control of Pests, Diseases and Exotic Species in Fresh, Ground and Surface Water Environments","779904p","Control of Pests and Exotic Species"
"960407","Control of Pests, Diseases and Exotic Species in Marine Environments","630503p","Fish"
"960407","Control of Pests, Diseases and Exotic Species in Marine Environments",770303,"Control of Pests and Exotic Species"
"960408","Control of Pests, Diseases and Exotic Species in Mining Environments",771004,"Control of Pests and Exotic Species"
"960409","Control of Pests, Diseases and Exotic Species in Mountain and High Country Environments",770604,"Control of Pests and Exotic Species"
"960410","Control of Pests, Diseases and Exotic Species in Sparseland, Permanent Grassland and Arid Zone Environments","630501p","Livestock"
"960410","Control of Pests, Diseases and Exotic Species in Sparseland, Permanent Grassland and Arid Zone Environments","630502p","Pasture, Browse and Fodder Crops"
"960410","Control of Pests, Diseases and Exotic Species in Sparseland, Permanent Grassland and Arid Zone Environments",770904,"Control of Pests and Exotic Species"
"960411","Control of Pests, Diseases and Exotic Species in Urban and Industrial Environments",770504,"Control of Pests and Exotic Species"
"960412","Control of Plant Pests, Diseases and Exotic Species in Coastal and Estuarine Environments","630503p","Fish"
"960412","Control of Plant Pests, Diseases and Exotic Species in Coastal and Estuarine Environments","770404p","Control of Pests and Exotic Species"
"960413","Control of Plant Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments","620501p","Field Crops"
"960413","Control of Plant Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments","620502p","Horticultural Crops"
"960413","Control of Plant Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments","630501p","Livestock"
"960413","Control of Plant Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments","630502p","Pasture, Browse and Fodder Crops"
"960413","Control of Plant Pests, Diseases and Exotic Species in Farmland, Arable Cropland and Permanent Cropland Environments","770804p","Control of Pests and Exotic Species"
"960414","Control of Plant Pests, Diseases and Exotic Species in Forest and Woodlands Environments","620503p","Forestry"
"960414","Control of Plant Pests, Diseases and Exotic Species in Forest and Woodlands Environments","770704p","Control of Pests and Exotic Species"
"960415","Pre-Border Biosecurity","779904p","Control of Pests and Exotic Species"
"960499","Control of Pests, Diseases and Exotic Species not elsewhere classified",771104,"Control of Pests and Exotic Species"
"960499","Control of Pests, Diseases and Exotic Species not elsewhere classified","779904p","Control of Pests and Exotic Species"
"960501","Ecosystem Assessment and Management at Regional or Larger Scales","779905p","Integrated (Ecosystem) Assessment and Management"
"960502","Ecosystem Assessment and Management of Antarctic and Sub-Antarctic Environments",771105,"Integrated (Ecosystem) Assessment and Management"
"960503","Ecosystem Assessment and Management of Coastal and Estuarine Environments",770406,"Integrated (Ecosystem) Assessment and Management"
"960504","Ecosystem Assessment and Management of Farmland, Arable Cropland and Permanent Cropland Environments",770805,"Integrated (Ecosystem) Assessment and Management"
"960505","Ecosystem Assessment and Management of Forest and Woodlands Environments",770705,"Integrated (Ecosystem) Assessment and Management"
"960506","Ecosystem Assessment and Management of Fresh, Ground and Surface Water Environments","779905p","Integrated (Ecosystem) Assessment and Management"
"960507","Ecosystem Assessment and Management of Marine Environments",770306,"Integrated (Ecosystem) Assessment and Management"
"960508","Ecosystem Assessment and Management of Mining Environments",771005,"Integrated (Ecosystem) Assessment and Management"
"960509","Ecosystem Assessment and Management of Mountain and High Country Environments",770605,"Integrated (Ecosystem) Assessment and Management"
"960510","Ecosystem Assessment and Management of Sparseland, Permanent Grassland and Arid Zone Environments",770905,"Integrated (Ecosystem) Assessment and Management"
"960511","Ecosystem Assessment and Management of Urban and Industrial Environments",770505,"Integrated (Ecosystem) Assessment and Management"
"960599","Ecosystem Assessment and Management not elsewhere classified","779905p","Integrated (Ecosystem) Assessment and Management"
"960601","Economic Incentives for Environmental Protection",760202,"Economic Incentives and Regulation"
"960602","Eco-Verification (excl. Environmental Lifecycle Assessment)","760299p","Environmental and Natural Resource Evaluation not elsewhere classified"
"960603","Environmental Lifecycle Assessment","760299p","Environmental and Natural Resource Evaluation not elsewhere classified"
"960604","Environmental Management Systems","760299p","Environmental and Natural Resource Evaluation not elsewhere classified"
"960605","Institutional Arrangements for Environmental Protection",760201,"Institutional Arrangements"
"960606","Rights to Environmental and Natural Resources (excl. Water Allocation)",760203,"Rights to Environmental and Natural Resources"
"960607","Rural Land Evaluation","760299p","Environmental and Natural Resource Evaluation not elsewhere classified"
"960608","Rural Water Evaluation (incl. Water Quality)","760299p","Environmental and Natural Resource Evaluation not elsewhere classified"
"960609","Sustainability Indicators","760299p","Environmental and Natural Resource Evaluation not elsewhere classified"
"960610","Urban Land Evaluation","760299p","Environmental and Natural Resource Evaluation not elsewhere classified"
"960611","Urban Water Evaluation (incl. Water Quality)","760299p","Environmental and Natural Resource Evaluation not elsewhere classified"
"960699","Environmental and Natural Resource Evaluation not elsewhere classified","760299p","Environmental and Natural Resource Evaluation not elsewhere classified"
"960701","Coastal and Marine Management Policy","760199p","Environmental Policy, Legislation and Standards not elsewhere classified"
"960702","Consumption Patterns, Population Issues and the Environment",760103,"Consumption Patterns, Population Issues and the Environment"
"960703","Environmental Education and Awareness",760104,"Environmental Education and Awareness"
"960704","Land Stewardship","760199p","Environmental Policy, Legislation and Standards not elsewhere classified"
"960705","Rural Land Policy","760199p","Environmental Policy, Legislation and Standards not elsewhere classified"
"960706","Rural Water Policy","760199p","Environmental Policy, Legislation and Standards not elsewhere classified"
"960707","Trade and Environment",760102,"Trade and Environment"
"960708","Urban Land Policy","760199p","Environmental Policy, Legislation and Standards not elsewhere classified"
"960709","Urban Water Policy","760199p","Environmental Policy, Legislation and Standards not elsewhere classified"
"960799","Environmental Policy, Legislation and Standards not elsewhere classified","760199p","Environmental Policy, Legislation and Standards not elsewhere classified"
"960801","Antarctic and Sub-Antarctic Flora, Fauna and Biodiversity",771103,"Living Resources (Flora and Fauna)"
"960802","Coastal and Estuarine Flora, Fauna and Biodiversity",770403,"Living Resources (Flora and Fauna)"
"960803","Documentation of Undescribed Flora and Fauna","779903p","Living Resources (Flora and Fauna)"
"960804","Farmland, Arable Cropland and Permanent Cropland Flora, Fauna and Biodiversity",770803,"Living Resources (Flora and Fauna)"
"960805","Flora, Fauna and Biodiversity at Regional or Larger Scales","779903p","Living Resources (Flora and Fauna)"
"960806","Forest and Woodlands Flora, Fauna and Biodiversity",770703,"Living Resources (Flora and Fauna)"
"960807","Fresh, Ground and Surface Water Flora, Fauna and Biodiversity","779903p","Living Resources (Flora and Fauna)"
"960808","Marine Flora, Fauna and Biodiversity",770302,"Living Resources (incl. Impacts of Fishing on Non-Target Species)"
"960809","Mining Flora, Fauna and Biodiversity",771003,"Living Resources (Flora and Fauna)"
"960810","Mountain and High Country Flora, Fauna and Biodiversity",770603,"Living Resources (Flora and Fauna)"
"960811","Sparseland, Permanent Grassland and Arid Zone Flora, Fauna and Biodiversity",770903,"Living Resources (Flora and Fauna)"
"960812","Urban and Industrial Flora, Fauna and Biodiversity","770503p","Living Resources (Flora and Fauna)"
"960899","Flora, Fauna and Biodiversity of environments not elsewhere classified","779903p","Living Resources (Flora and Fauna)"
"960901","Antarctic and Sub-Antarctic Land and Water Management",771102,"Land and Water Management"
"960902","Coastal and Estuarine Land Management","770402p","Land and Water Management"
"960903","Coastal and Estuarine Water Management","770402p","Land and Water Management"
"960904","Farmland, Arable Cropland and Permanent Cropland Land Management","770802p","Land and Water Management"
"960905","Farmland, Arable Cropland and Permanent Cropland Water Management","770802p","Land and Water Management"
"960906","Forest and Woodlands Land Management","770702p","Land and Water Management"
"960907","Forest and Woodlands Water Management","770702p","Land and Water Management"
"960908","Mining Land and Water Management",771002,"Land and Water Management"
"960909","Mountain and High Country Land and Water Management",770602,"Land and Water Management"
"960910","Sparseland, Permanent Grassland and Arid Zone Land and Water Management",770902,"Land and Water Management"
"960911","Urban and Industrial Land Management","770502p","Land and Water Management"
"960912","Urban and Industrial Water Management","770502p","Land and Water Management"
"960913","Water Allocation and Quantification","779902p","Land and Water Management"
"960999","Land and Water Management of environments not elsewhere classified","779902p","Land and Water Management"
"961001","Natural Hazards in Antarctic and Sub-Antarctic Environments","771199p","Other"
"961002","Natural Hazards in Coastal and Estuarine Environments","770499p","Other "
"961003","Natural Hazards in Farmland, Arable Cropland and Permanent Cropland Environments","770899p","Other"
"961004","Natural Hazards in Forest and Woodlands Environments","770799p","Other"
"961005","Natural Hazards in Fresh, Ground and Surface Water Environments","779999p","Other"
"961006","Natural Hazards in Marine Environments","770399p","Other"
"961007","Natural Hazards in Mining Environments","771099p","Other"
"961008","Natural Hazards in Mountain and High Country Environments","770699p","Other"
"961009","Natural Hazards in Sparseland, Permanent Grassland and Arid Zone Environments","770999p","Other"
"961010","Natural Hazards in Urban and Industrial Environments","770599p","Other"
"961099","Natural Hazards not elsewhere classified","779999p","Other"
"961101","Physical and Chemical Conditions of Water for Urban and Industrial Use","770599p","Other"
"961102","Physical and Chemical Conditions of Water in Coastal and Estuarine Environments",770405,"Physical and Chemical Conditions"
"961103","Physical and Chemical Conditions of Water in Fresh, Ground and Surface Water Environments (excl. Urban and Industrial Use)","779999p","Other"
"961104","Physical and Chemical Conditions of Water in Marine Environments",770304,"Physical and Chemical Conditions"
"961199","Physical and Chemical Conditions of Water not elsewhere classified","779999p","Other"
"961201","Rehabilitation of Degraded Coastal and Estuarine Environments",770408,"Rehabilitation of Degraded Coastal and Estuarine Areas"
"961202","Rehabilitation of Degraded Farmland, Arable Cropland and Permanent Cropland Environments",770807,"Rehabilitation of Degraded Farmland"
"961203","Rehabilitation of Degraded Forest and Woodlands Environments",770707,"Rehabilitation/Reafforestation"
"961204","Rehabilitation of Degraded Fresh, Ground and Surface Water Environments","779907p","Rehabilitation of Degraded Areas"
"961205","Rehabilitation of Degraded Mining Environments",771007,"Rehabilitation of Degraded Mining Lands"
"961206","Rehabilitation of Degraded Mountain and High Country Environments",770607,"Rehabilitation of Degraded High Country"
"961207","Rehabilitation of Degraded Sparseland, Permanent Grassland and Arid Zone Environments",770907,"Rehabilitation of Degraded Sparseland"
"961208","Rehabilitation of Degraded Urban and Industrial Environments",770507,"Industrial/Degraded Areas"
"961299","Rehabilitation of Degraded Environments not elsewhere classified","779907p","Rehabilitation of Degraded Areas"
"961301","Protected Conservation Areas in Antarctic and Sub-Antarctic Environments","779906p","Remnant Vegetation and Protected Conservation Areas"
"961302","Protected Conservation Areas in Fresh, Ground and Surface Water Environments","779906p","Remnant Vegetation and Protected Conservation Areas"
"961303","Protected Conservation Areas in Marine Environments",770307,"Marine Protected Areas"
"961304","Remnant Vegetation and Protected Conservation Areas in Coastal and Estuarine Environments",770407,"Remnant Vegetation and Protected Conservation Areas (Both Terrestrial and Marine)"
"961305","Remnant Vegetation and Protected Conservation Areas in Farmland, Arable Cropland and Permanent Cropland Environments",770806,"Remnant Vegetation and Protected Conservation Areas"
"961306","Remnant Vegetation and Protected Conservation Areas in Forest and Woodlands Environments",770706,"Remnant Vegetation and Protected Conservation Areas"
"961307","Remnant Vegetation and Protected Conservation Areas in Mountain and High Country Environments",770606,"Remnant Vegetation and Protected Conservation Areas"
"961308","Remnant Vegetation and Protected Conservation Areas at Regional or Larger Scales","779906p","Remnant Vegetation and Protected Conservation Areas"
"961309","Remnant Vegetation and Protected Conservation Areas in Sparseland, Permanent Grassland and Arid Zone Environments",770906,"Remnant Vegetation and Protected Conservation Areas"
"961310","Remnant Vegetation and Protected Conservation Areas in Urban and Industrial Environments",770506,"Remnant Vegetation and Protected Conservation Areas"
"961399","Remnant Vegetation and Protected Conservation Areas not elsewhere classified",771006,"Remnant Vegetation and Protected Conservation Areas"
"961399","Remnant Vegetation and Protected Conservation Areas not elsewhere classified","779906p","Remnant Vegetation and Protected Conservation Areas"
"961401","Coastal and Estuarine Soils","770499p","Other "
"961402","Farmland, Arable Cropland and Permanent Cropland Soils","620501p","Field Crops"
"961402","Farmland, Arable Cropland and Permanent Cropland Soils","620502p","Horticultural Crops"
"961402","Farmland, Arable Cropland and Permanent Cropland Soils","770899p","Other"
"961403","Forest and Woodlands Soils","620503p","Forestry"
"961403","Forest and Woodlands Soils","770799p","Other"
"961404","Mining Soils","771099p","Other"
"961405","Mountain and High Country Soils","770699p","Other"
"961406","Sparseland, Permanent Grassland and Arid Zone Soils","770999p","Other"
"961407","Urban and Industrial Soils","770599p","Other"
"961499","Soils not elsewhere classified","779999p","Other"
"969901","Antarctic and Sub-Antarctic Oceanography","771199p","Other"
"969902","Marine Oceanic Processes (excl. climate related)",770305,"Oceanic Processes (excl. Climate Related)"
"969999","Environment not elsewhere classified",769999,"Other Environmental Aspects"
"969999","Environment not elsewhere classified","770399p","Other"
"969999","Environment not elsewhere classified",770409,"Estuarine and Lagoon Areas"
"969999","Environment not elsewhere classified","770499p","Other "
"969999","Environment not elsewhere classified","770599p","Other"
"969999","Environment not elsewhere classified","770699p","Other"
"969999","Environment not elsewhere classified","770799p","Other"
"969999","Environment not elsewhere classified","770899p","Other"
"969999","Environment not elsewhere classified","770999p","Other"
"969999","Environment not elsewhere classified","771099p","Other"
"969999","Environment not elsewhere classified","771199p","Other"
"969999","Environment not elsewhere classified","779907p","Rehabilitation of Degraded Areas"
"969999","Environment not elsewhere classified","779999p","Other"
"970101","Expanding Knowledge in the Mathematical Sciences",780101,"Mathematical Sciences"
"970102","Expanding Knowledge in the Physical Sciences",780102,"Physical Sciences"
"970103","Expanding Knowledge in the Chemical Sciences",780103,"Chemical Sciences"
"970104","Expanding Knowledge in the Earth Sciences",780104,"Earth Sciences"
"970105","Expanding Knowledge in the Environmental Sciences","780105p","Biological Sciences"
"970105","Expanding Knowledge in the Environmental Sciences","780199p","Other"
"970106","Expanding Knowledge in the Biological Sciences","780105p","Biological Sciences"
"970107","Expanding Knowledge in the Agricultural and Veterinary Sciences","780199p","Other"
"970108","Expanding Knowledge in the Information and Computing Sciences","780199p","Other"
"970109","Expanding Knowledge in Engineering","780199p","Other"
"970110","Expanding Knowledge in Technology","780199p","Other"
"970111","Expanding Knowledge in the Medical and Health Sciences","780199p","Other"
"970112","Expanding Knowledge in Built Environment and Design","780199p","Other"
"970113","Expanding Knowledge in Education","780199p","Other"
"970114","Expanding Knowledge in Economics","780199p","Other"
"970115","Expanding Knowledge in Commerce, Management, Tourism and Services","780199p","Other"
"970116","Expanding Knowledge through Studies of Human Society",780106,"Political Science and Public Policy"
"970116","Expanding Knowledge through Studies of Human Society",780107,"Studies in Human Society"
"970117","Expanding Knowledge in Psychology and Cognitive Sciences","780108p","Behavioural and Cognitive Sciences"
"970118","Expanding Knowledge in Law and Legal Studies","780199p","Other"
"970119","Expanding Knowledge through Studies of the Creative Arts and Writing","780199p","Other"
"970120","Expanding Knowledge in Language, Communication and Culture","780108p","Behavioural and Cognitive Sciences"
"970120","Expanding Knowledge in Language, Communication and Culture","780199p","Other"
"970121","Expanding Knowledge in History and Archaeology","780199p","Other"
"970122","Expanding Knowledge in Philosophy and Religious Studies","780199p","Other"
,,,
,,,
,,,
,"© Commonwealth of Australia 2008",,
,"© Crown Copyright New Zealand 2008",,
