,"Australian Bureau of Statistics Statistics New Zealand",,
350299,"Business and Management not elsewhere classified","150303","Corporate Governance and Stakeholder Engagement"
350299,"Business and Management not elsewhere classified","150304","Entrepreneurship"
350299,"Business and Management not elsewhere classified","150310","Organisation and Management Theory"
350299,"Business and Management not elsewhere classified","150311","Organisational Behaviour"
350299,"Business and Management not elsewhere classified","150399p","Business and Management not elsewhere classified"
350301,"Finance","150201","Finance"
350302,"Financial Econometrics ","150202","Financial Econometrics "
350303,"Financial Institutions (incl. Banking) ","150203","Financial Institutions (incl. Banking) "
350304,"Insurance Studies","150204","Insurance Studies"
350399,"Banking, Finance and Investment not elsewhere classified","150205","Investment and Risk Management"
350399,"Banking, Finance and Investment not elsewhere classified","150299","Banking, Finance and Investment not elsewhere classified"
350401,"Aeronautical Transportation","150701","Air Transportation and Freight Services"
350402,"Aircrew Training","150799p","Transportation and Freight Services not elsewhere classified"
350403,"Nautical Transportation","150799p","Transportation and Freight Services not elsewhere classified"
350404,"Marine Crew Training","150799p","Transportation and Freight Services not elsewhere classified"
350405,"Road and Rail Transportation ","150702","Rail Transportation and Freight Services"
350405,"Road and Rail Transportation ","150703","Road Transportation and Freight Services"
350499,"Transportation not elsewhere classified","150799p","Transportation and Freight Services not elsewhere classified"
350501,"Tourism Policy and Planning","160513","Tourism Policy"
350502,"Tourism Resource Appraisal ","150605","Tourism Resource Appraisal "
350503,"Impacts of Tourism ","150601","Impacts of Tourism "
350504,"Tourist Behaviour","150606","Tourist Behaviour and Visitor Experience"
350505,"Tourism Economics","140216","Tourism Economics"
350506,"Tourism Forecasting","150602","Tourism Forecasting"
350507,"Tourism Management ","150603","Tourism Management "
350508,"Tourism Marketing","150604","Tourism Marketing"
350599,"Tourism not elsewhere classified ","150699","Tourism not elsewhere classified "
350601,"Hospitality Management ","150402","Hospitality Management "
350602,"Food and Hospitality Services","150401","Food and Hospitality Services"
350603,"Real Estate and Valuation","150403","Real Estate and Valuation Services"
350604,"Professional Services (Legal, Management Consulting, etc.)","150499p","Commercial Services not elsewhere classified"
350605,"Other Retail Services","150499p","Commercial Services not elsewhere classified"
350606,"Wholesale Services","150499p","Commercial Services not elsewhere classified"
350699,"Services not elsewhere classified","150404","Sport and Leisure Management"
350699,"Services not elsewhere classified","150499p","Commercial Services not elsewhere classified"
359999,"Other Commerce, Management, Tourism and Services","159999","Commerce, Management, Tourism and Services not elsewhere classified"
360101,"Australian Government and Politics","160601","Australian Government and Politics"
360102,"Comparative Government and Politics","160603","Comparative Government and Politics"
360103,"Federalism and Intergovernmental Relations","160699p","Political Science not elsewhere classified"
360104,"Political Theory and Political Philosophy","160609","Political Theory and Political Philosophy"
360105,"International Relations","160607","International Relations"
360199,"Political Science not elsewhere classified","160602","Citizenship"
360199,"Political Science not elsewhere classified","160605","Environmental Politics"
360199,"Political Science not elsewhere classified","160606","Government and Politics of Asia and the Pacific"
360199,"Political Science not elsewhere classified","160608","New Zealand Government and Politics"
360199,"Political Science not elsewhere classified","160699p","Political Science not elsewhere classified"
360201,"Public Policy","160510","Public Policy"
360202,"Public Administration","160509","Public Administration"
360203,"Research, Science and Technology Policy","160511","Research, Science and Technology Policy"
360204,"Defence Studies","160604","Defence Studies"
360299,"Policy and Administration not elsewhere classified","160501","Aboriginal and Torres Strait Islander Policy"
360299,"Policy and Administration not elsewhere classified","160502p","Arts and Cultural Policy"
360299,"Policy and Administration not elsewhere classified","160503","Communications and Media Policy"
360299,"Policy and Administration not elsewhere classified","160504","Crime Policy"
360299,"Policy and Administration not elsewhere classified","160505","Economic Development Policy"
360299,"Policy and Administration not elsewhere classified","160507","Environment Policy"
360299,"Policy and Administration not elsewhere classified","160508","Health Policy"
360299,"Policy and Administration not elsewhere classified","160514","Urban Policy"
360299,"Policy and Administration not elsewhere classified","160599","Policy and Administration not elsewhere classified"
369999,"Other Policy and Political Science","169999p","Studies in Human Society not elsewhere classified"
370101,"Social Theory","160806","Social Theory"
370102,"Social Policy and Planning ","160512p","Social Policy"
370103,"Race and Ethnic Relations","160803","Race and Ethnic Relations"
370104,"Urban Sociology and Community Studies","160810","Urban Sociology and Community Studies"
370105,"Applied Sociology, Program Evaluation and Social Impact Assessment","160801","Applied Sociology, Program Evaluation and Social Impact Assessment"
370106,"Sociological Methodology and Research Methods","160807","Sociological Methodology and Research Methods"
370107,"Social Change","160805","Social Change"
370199,"Sociology not elsewhere classified ","160802","Environmental Sociology"
370199,"Sociology not elsewhere classified ","160804","Rural Sociology"
370199,"Sociology not elsewhere classified ","160899","Sociology not elsewhere classified "
370201,"Clinical Social Work Practice","160701","Clinical Social Work Practice"
370202,"Social Program Evaluation","160703","Social Program Evaluation"
370203,"Social Policy","160512p","Social Policy"
370204,"Counselling, Welfare and Community Services","160702","Counselling, Welfare and Community Services"
370299,"Social Work not elsewhere classified ","160799","Social Work not elsewhere classified "
370301,"Biological (Physical) Anthropology ","160102","Biological (Physical) Anthropology "
370302,"Social and Cultural Anthropology ","160104","Social and Cultural Anthropology "
370303,"Linguistic Anthropology","160103","Linguistic Anthropology"
370399,"Anthropology not elsewhere classified","160101","Anthropology of Development"
370399,"Anthropology not elsewhere classified","160199","Anthropology not elsewhere classified"
370401,"Urban and Regional Studies ","160404","Urban and Regional Studies (excl. Planning)"
370402,"Social and Cultural Geography","160403","Social and Cultural Geography"
370403,"Recreation and Leisure Studies ","160402","Recreation, Leisure and Tourism Geography "
370499,"Human Geography not elsewhere classified ","160499","Human Geography not elsewhere classified "
370501,"Population Trends and Policies ","160305","Population Trends and Policies "
370502,"Migration","160303","Migration"
370503,"Fertility","160302","Fertility"
370504,"Family and Household Studies ","160301","Family and Household Studies "
370599,"Demography not elsewhere classified","160304","Mortality"
370599,"Demography not elsewhere classified","160399","Demography not elsewhere classified"
370601,"History and Philosophy of Science and Technology ","220203","History and Philosophy of Engineering and Technology"
370601,"History and Philosophy of Science and Technology ","220206","History and Philosophy of Science (incl. Non-historical Philosophy of Science)"
370602,"Sociology and Social Studies of Science and Technology ","160808","Sociology and Social Studies of Science and Technology "
370603,"History and Philosophy of Medicine ","220205","History and Philosophy of Medicine "
370699,"History and Philosophy of Science and Medicine not elsewhere classified","220299","History and Philosophy of Specific Fields not elsewhere classified"
379901,"Gender Specific Studies","169901","Gender Specific Studies"
379902,"Aboriginal Studies ","169902","Studies of Aboriginal and Torres Strait Islander Society"
379999,"Studies in Human Society not elsewhere classified","169903","Studies of Asian Society"
379999,"Studies in Human Society not elsewhere classified","169904","Studies of Māori Society"
379999,"Studies in Human Society not elsewhere classified","169905","Studies of Pacific Peoples' Societies"
379999,"Studies in Human Society not elsewhere classified","169999p","Studies in Human Society not elsewhere classified"
380101,"Sensory Processes, Perception and Performance","170112","Sensory Processes, Perception and Performance"
380102,"Learning, Memory, Cognition and Language ","170103p","Educational Psychology"
380103,"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)","170101","Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"
380104,"Personality, Abilities and Assessment","170109","Personality, Abilities and Assessment"
380105,"Social and Community Psychology","170113","Social and Community Psychology"
380106,"Developmental Psychology and Ageing","170102","Developmental Psychology and Ageing"
380107,"Health, Clinical and Counselling Psychology","170106","Health, Clinical and Counselling Psychology"
380108,"Industrial and Organisational Psychology ","170107","Industrial and Organisational Psychology "
380109,"Psychological Methodology, Design and Analysis ","170110","Psychological Methodology, Design and Analysis "
380199,"Psychology not elsewhere classified","170103p","Educational Psychology"
380199,"Psychology not elsewhere classified","170104","Forensic Psychology"
380199,"Psychology not elsewhere classified","170105","Gender Psychology"
380199,"Psychology not elsewhere classified","170108","Kaupapa Māori Psychology"
380199,"Psychology not elsewhere classified","170199","Psychology not elsewhere classified"
380201,"Applied Linguistics and Educational Linguistics","200401","Applied Linguistics and Educational Linguistics"
380202,"Computational Linguistics","200402","Computational Linguistics"
380203,"Discourse and Pragmatics ","200403","Discourse and Pragmatics "
380204,"Laboratory Phonetics and Speech Science","200404","Laboratory Phonetics and Speech Science"
380205,"Language in Culture and Society (Sociolinguistics) ","200405","Language in Culture and Society (Sociolinguistics) "
380206,"Language in Time and Space (incl. Historical Linguistics, Dialectology)","200406","Language in Time and Space (incl. Historical Linguistics, Dialectology)"
380207,"Linguistic Structures (incl. Grammar, Phonology, Lexicon, Semantics) ","200408","Linguistic Structures (incl. Grammar, Phonology, Lexicon, Semantics)"
380208,"Lexicography ","200407","Lexicography "
380299,"Linguistics not elsewhere classified ","200499","Linguistics not elsewhere classified "
380301,"Philosophy of Cognition","220312","Philosophy of Cognition"
380302,"Linguistic Processes (incl. Speech Production and Comprehension) ","170204","Linguistic Processes (incl. Speech Production and Comprehension) "
380303,"Computer Perception, Memory and Attention","170201","Computer Perception, Memory and Attention"
380304,"Neurocognitive Patterns and Neural Networks","170205","Neurocognitive Patterns and Neural Networks"
380305,"Knowledge Representation and Machine Learning","170203","Knowledge Representation and Machine Learning"
380306,"Planning and Problem Solving ","170299p","Cognitive Sciences not elsewhere classified "
380399,"Cognitive Science not elsewhere classified ","170202","Decision Making"
380399,"Cognitive Science not elsewhere classified ","170299p","Cognitive Sciences not elsewhere classified "
389999,"Other Behavioural and Cognitive Sciences ","179999","Psychology and Cognitive Sciences not elsewhere classified"
390101,"Administrative Law ","180103","Administrative Law "
390102,"Comparative Law","180106","Comparative Law"
390103,"Constitutionalism and Constitutional Law ","180108","Constitutional Law "
390103,"Constitutionalism and Constitutional Law ","180199p","Law not elsewhere classified "
390104,"Commercial and Contract Law","180105","Commercial and Contract Law"
390105,"Corporations and Associations Law","180109","Corporations and Associations Law"
390106,"Criminal Law ","180110p","Criminal Law and Procedure"
390107,"Environmental and Natural Resources Law","180111","Environmental and Natural Resources Law"
390108,"Family Law ","180113","Family Law "
390109,"Civil Law","180104p","Civil Law and Procedure"
390110,"Indigenous Law ","180101","Aboriginal and Torres Strait Islander Law "
390110,"Indigenous Law ","180201p","Nga Tikanga Māori (Māori Customary Law)"
390110,"Indigenous Law ","180202p","Te Māori Whakakaere Rauemi (Māori Resource Law)"
390110,"Indigenous Law ","180203p","Te Tiriti O Waitangi (The Treaty of Waitangi)"
390110,"Indigenous Law ","180204p","Te Ture Whenua (Māori Land Law)"
390110,"Indigenous Law ","180299p","Māori Law not elsewhere classified "
390111,"International Law","180107p","Conflict of Laws (Private International Law)"
390111,"International Law","180116","International Law (excl. International Trade Law)"
390111,"International Law","180117p","International Trade Law"
390112,"Law and Literature ","180199p","Law not elsewhere classified "
390113,"Legal History","220204p","History and Philosophy of Law and Justice"
390114,"Intellectual Property","180115","Intellectual Property Law"
390115,"Property Law and Conveyancing (excl. Intellectual Property)","180124","Property Law (excl. Intellectual Property Law)"
390116,"Labour Law ","180118","Labour Law "
390117,"Tort Law ","180126","Tort Law "
390118,"Taxation Law ","180125","Taxation Law "
390119,"Equity Law ","180112p","Equity and Trusts Law"
390120,"Trust Law","180112p","Equity and Trusts Law"
390199,"Law not elsewhere classified ","180102p","Access to Justice"
390199,"Law not elsewhere classified ","180107p","Conflict of Laws (Private International Law)"
390199,"Law not elsewhere classified ","180117p","International Trade Law"
390199,"Law not elsewhere classified ","180199p","Law not elsewhere classified "
390201,"Legal Practice ","180121p","Legal Practice, Lawyering and the Legal Profession"
390202,"Adjudication ","180122p","Legal Theory, Jurisprudence and Legal Interpretation"
390202,"Adjudication ","180123p","Litigation, Adjudication and Dispute Resolution"
390203,"Legal Education","130205p","Humanities and Social Sciences Curriculum and Pedagogy (excl. Economics, Business and Management)"
390203,"Legal Education","180119p","Law and Society"
390204,"Professional Ethics","220105","Legal Ethics"
390299,"Professional Development of Law Practitioners not elsewhere classified","180121p","Legal Practice, Lawyering and the Legal Profession"
390299,"Professional Development of Law Practitioners not elsewhere classified","180199p","Law not elsewhere classified "
390301,"Justice Systems and Administration ","180120p","Legal Institutions (incl. Courts and Justice Systems)"
390302,"Jurisprudence and Legal Theory ","180122p","Legal Theory, Jurisprudence and Legal Interpretation"
390302,"Jurisprudence and Legal Theory ","180123p","Litigation, Adjudication and Dispute Resolution"
390303,"Human Rights ","180114","Human Rights Law"
390303,"Human Rights ","220104p","Human Rights and Justice Issues"
390304,"Counselling and Mediation Services ","180123p","Litigation, Adjudication and Dispute Resolution"
390305,"Law and Society","180119p","Law and Society"
390399,"Justice and Legal Studies not elsewhere classified ","180102p","Access to Justice"
390399,"Justice and Legal Studies not elsewhere classified ","180120p","Legal Institutions (incl. Courts and Justice Systems)"
390399,"Justice and Legal Studies not elsewhere classified ","180199p","Law not elsewhere classified "
390401,"Criminology","160201p","Causes and Prevention of Crime"
390401,"Criminology","160203p","Courts and Sentencing"
390401,"Criminology","160204p","Criminological Theories"
390401,"Criminology","160206p","Private Policing and Security Services "
390401,"Criminology","160299p","Criminology not elsewhere classified "
390402,"Evidence and Procedure ","160205p","Police Administration, Procedures and Practice "
390402,"Evidence and Procedure ","180104p","Civil Law and Procedure"
390402,"Evidence and Procedure ","180110p","Criminal Law and Procedure"
390403,"Police Administration, Procedures and Practice ","160205p","Police Administration, Procedures and Practice "
390404,"Detection and Prevention of Crime; Security Services ","160201p","Causes and Prevention of Crime"
390404,"Detection and Prevention of Crime; Security Services ","160206p","Private Policing and Security Services "
390405,"Correctional Theory and Services; Penology ","160202","Correctional Theory, Offender Treatment and Rehabilitation"
390499,"Law Enforcement not elsewhere classified ","160201p","Causes and Prevention of Crime"
390499,"Law Enforcement not elsewhere classified ","160203p","Courts and Sentencing"
390499,"Law Enforcement not elsewhere classified ","160204p","Criminological Theories"
390499,"Law Enforcement not elsewhere classified ","160206p","Private Policing and Security Services "
390499,"Law Enforcement not elsewhere classified ","160299p","Criminology not elsewhere classified "
399901,"History and Philosophy of Law and Justice","220204p","History and Philosophy of Law and Justice"
399999,"Law, Justice and Law Enforcement not elsewhere classified","180201p","Nga Tikanga Māori (Māori Customary Law)"
399999,"Law, Justice and Law Enforcement not elsewhere classified","180202p","Te Māori Whakakaere Rauemi (Māori Resource Law)"
399999,"Law, Justice and Law Enforcement not elsewhere classified","180203p","Te Tiriti O Waitangi (The Treaty of Waitangi)"
399999,"Law, Justice and Law Enforcement not elsewhere classified","180204p","Te Ture Whenua (Māori Land Law)"
399999,"Law, Justice and Law Enforcement not elsewhere classified","180299p","Māori Law not elsewhere classified "
399999,"Law, Justice and Law Enforcement not elsewhere classified","189999","Law and Legal Studies not elsewhere classified"
400101,"Journalism ","190301","Journalism Studies"
400102,"Technical Writing","190303","Technical Writing"
400103,"Professional Creative Writing","190402p","Creative Writing (incl. Playwriting)"
400104,"Communication and Media Studies","200101","Communication Studies"
400104,"Communication and Media Studies","200102","Communication Technology and Digital Media Studies"
400104,"Communication and Media Studies","200103","International and Development Communication"
400104,"Communication and Media Studies","200104","Media Studies"
400104,"Communication and Media Studies","200105","Organisational, Interpersonal and Intercultural Communication"
400104,"Communication and Media Studies","200199","Communication and Media Studies not elsewhere classified"
400199,"Journalism, Communication and Media not elsewhere classified","190302","Professional Writing"
400199,"Journalism, Communication and Media not elsewhere classified","190399","Journalism and Professional Writing not elsewhere classified"
400201,"Librarianship","080706","Librarianship"
400301,"Museum Studies ","210204","Museum Studies"
400302,"Archival Studies ","210201p","Archival, Repository and Related Studies"
400303,"Materials Conservation","210203","Materials Conservation"
400399,"Curatorial Studies not elsewhere classified","210201p","Archival, Repository and Related Studies"
400399,"Curatorial Studies not elsewhere classified","210202","Heritage and Cultural Conservation"
400399,"Curatorial Studies not elsewhere classified","210299","Curatorial and Related Studies not elsewhere classified"
409999,"Other Journalism, Librarianship and Curatorial Studies","089999p","Information and Computing Sciences not elsewhere classified"
409999,"Other Journalism, Librarianship and Curatorial Studies","199999p","Studies in Creative Arts and Writing not elsewhere classified"
409999,"Other Journalism, Librarianship and Curatorial Studies","209999p","Language, Communication and Culture not elsewhere classified"
409999,"Other Journalism, Librarianship and Curatorial Studies","219999p","History and Archaeology not elsewhere classified"
410101,"Music","190406","Music Composition"
410101,"Music","190407","Music Performance"
410101,"Music","190408","Music Therapy"
410101,"Music","190409","Musicology and Ethnomusicology"
410102,"Drama, Theatre and Performance Studies","190402p","Creative Writing (incl. Playwriting)"
410102,"Drama, Theatre and Performance Studies","190404","Drama, Theatre and Performance Studies"
410103,"Dance","190403","Dance"
410104,"Indigenous Performing Arts ","190401","Aboriginal and Torres Strait Islander Performing Arts"
410104,"Indigenous Performing Arts ","190405","Māori Performing Arts"
410104,"Indigenous Performing Arts ","190410","Pacific Peoples Performing Arts"
410199,"Performing Arts not elsewhere classified ","190499","Performing Arts and Creative Writing not elsewhere classified "
410201,"Graphic Arts ","190599p","Visual Arts and Crafts not elsewhere classified"
410202,"Fine Arts (incl. Sculpture and Painting) ","190502","Fine Arts (incl. Sculpture and Painting) "
410203,"Photography","190503","Lens-based Practice"
410204,"Crafts ","190501","Crafts "
410299,"Visual Arts and Crafts not elsewhere classified","190504","Performance and Installation Art"
410299,"Visual Arts and Crafts not elsewhere classified","190599p","Visual Arts and Crafts not elsewhere classified"
410301,"Film and Video ","190204","Film and Television"
410302,"Cinema Studies ","190201","Cinema Studies "
410303,"Multimedia ","190202","Computer Gaming and Animation"
410303,"Multimedia ","190203","Electronic Media Art"
410303,"Multimedia ","190205","Interactive Media"
410304,"Other Cinema and Electronic Arts ","190299","Film, Television and Digital Media not elsewhere classified"
410401,"Design Theory","120301p","Design History and Theory"
410402,"Design Innovation","120302","Design Innovation"
410403,"Design Studio Practice","120303p","Design Management and Studio and Professional Practice"
410404,"Design Management and Professional Practice","120303p","Design Management and Studio and Professional Practice"
410405,"Design History and Cultural Theory","120301p","Design History and Theory"
410499,"Design Studies not elsewhere classified","120304","Digital and Interaction Design"
410499,"Design Studies not elsewhere classified","120305","Industrial Design"
410499,"Design Studies not elsewhere classified","120306","Textile and Fashion Design"
410499,"Design Studies not elsewhere classified","120307","Visual Communication Design (incl. Graphic Design)"
410499,"Design Studies not elsewhere classified","120399","Design Practice and Management not elsewhere classified"
410499,"Design Studies not elsewhere classified","120401p","Engineering Design Empirical Studies"
410499,"Design Studies not elsewhere classified","120402p","Engineering Design Knowledge"
410499,"Design Studies not elsewhere classified","120403p","Engineering Design Methods"
410499,"Design Studies not elsewhere classified","120404p","Engineering Systems Design"
410499,"Design Studies not elsewhere classified","120405p","Models of Engineering Design"
410499,"Design Studies not elsewhere classified","120499p","Engineering Design not elsewhere classified"
419901,"Art History and Appreciation ","190101","Art Criticism"
419901,"Art History and Appreciation ","190102","Art History"
419901,"Art History and Appreciation ","190103","Art Theory"
419901,"Art History and Appreciation ","190104","Visual Cultures"
419901,"Art History and Appreciation ","190199","Art Theory and Criticism not elsewhere classified"
419999,"The Arts not elsewhere classified","129999p","Built Environment and Design not elsewhere classified"
419999,"The Arts not elsewhere classified","199999p","Studies in Creative Arts and Writing not elsewhere classified"
420101,"English","200301","Early English Languages"
420101,"English","200302","English Language"
420102,"English as a Second Language","200303","English as a Second Language"
420103,"Aboriginal Languages","200319","Aboriginal and Torres Strait Islander Languages"
420104,"Latin","200305p","Latin and Classical Greek Languages"
420105,"Greek","200305p","Latin and Classical Greek Languages"
420105,"Greek","200399p","Language Studies not elsewhere classified"
420106,"French","200306","French Language"
420107,"German","200307","German Language"
420108,"Italian","200309","Italian Language"
420109,"Spanish","200308p","Iberian Languages"
420110,"Russian","200304p","Central and Eastern European Languages (incl. Russian)"
420111,"Other European Languages","200304p","Central and Eastern European Languages (incl. Russian)"
420111,"Other European Languages","200308p","Iberian Languages"
420111,"Other European Languages","200310","Other European Languages"
420112,"Chinese Languages","200311","Chinese Languages"
420113,"Japanese","200312","Japanese Language"
420114,"Indonesian Languages","200313","Indonesian Languages"
420115,"Malaysian Languages","200314p","South-East Asian Languages (excl. Indonesian)"
420116,"Indian Languages","200315","Indian Languages"
420117,"Korean","200316","Korean Language"
420118,"Vietnamese Languages","200314p","South-East Asian Languages (excl. Indonesian)"
420119,"Thai Languages","200314p","South-East Asian Languages (excl. Indonesian)"
420120,"Other Asian Languages","200314p","South-East Asian Languages (excl. Indonesian)"
420120,"Other Asian Languages","200317","Other Asian Languages (excl. South-East Asian)"
420120,"Other Asian Languages","200318p","Middle Eastern Languages"
420121,"Comparative Language Studies","200322","Comparative Language Studies"
420122,"Oracy and Oral Traditions","200399p","Language Studies not elsewhere classified"
420199,"Language Studies not elsewhere classified","200318p","Middle Eastern Languages"
420199,"Language Studies not elsewhere classified","200320","Pacific Languages"
420199,"Language Studies not elsewhere classified","200321","Te Reo Māori (Māori Language)"
420199,"Language Studies not elsewhere classified","200323","Translation and Interpretation Studies"
420199,"Language Studies not elsewhere classified","200399p","Language Studies not elsewhere classified"
420201,"British and Irish","200503","British and Irish Literature"
420202,"Australian and New Zealand","200501","Aboriginal and Torres Strait Islander Literature"
420202,"Australian and New Zealand","200502","Australian Literature (excl. Aboriginal and Torres Strait Islander Literature)"
420202,"Australian and New Zealand","200504","Māori Literature"
420202,"Australian and New Zealand","200505","New Zealand Literature (excl. Māori Literature)"
420203,"North American","200506","North American Literature"
420204,"South American","200514p","Literature in Spanish and Portuguese"
420205,"Latin and Classical Greek","200510","Latin and Classical Greek Literature"
420206,"French","200511p","Literature in French"
420207,"German","200512p","Literature in German"
420208,"Italian","200513","Literature in Italian"
420209,"Russian","200509p","Central and Eastern European Literature (incl. Russian)"
420210,"Other European","200509p","Central and Eastern European Literature (incl. Russian)"
420210,"Other European","200511p","Literature in French"
420210,"Other European","200512p","Literature in German"
420210,"Other European","200514p","Literature in Spanish and Portuguese"
420210,"Other European","200515","Other European Literature"
420211,"Chinese","200517","Literature in Chinese"
420212,"Japanese","200518","Literature in Japanese"
420213,"Indonesian","200516","Indonesian Literature"
420214,"Indian","200520","Indian Literature"
420215,"Other Asian","200519","South-East Asian Literature (excl. Indonesian)"
420215,"Other Asian","200521","Korean Literature"
420215,"Other Asian","200522","Other Asian Literature (excl. South-East Asian)"
420215,"Other Asian","200523p","Middle Eastern Literature"
420216,"Comparative Literature Studies","200524","Comparative Literature Studies"
420217,"Textual Transmission and the Material Record","200526p","Stylistics and Textual Analysis"
420218,"Literary Theory","200525","Literary Theory"
420219,"Stylistics","200526p","Stylistics and Textual Analysis"
420220,"Folklore, Myth and Mythologies","200599p","Literary Studies not elsewhere classified"
420299,"Literature Studies not elsewhere classified","200507","Pacific Literature"
420299,"Literature Studies not elsewhere classified","200508","Other Literatures in English"
420299,"Literature Studies not elsewhere classified","200511p","Literature in French"
420299,"Literature Studies not elsewhere classified","200523p","Middle Eastern Literature"
420299,"Literature Studies not elsewhere classified","200599p","Literary Studies not elsewhere classified"
420301,"Cultural Policy Studies","160502p","Arts and Cultural Policy"
420302,"Cultural Theory","200204","Cultural Theory"
420303,"Culture, Gender, Sexuality","200205","Culture, Gender, Sexuality"
420304,"Screen and Media Culture","200212","Screen and Media Culture"
420305,"Aboriginal Cultural Studies","200201","Aboriginal and Torres Strait Islander Cultural Studies"
420306,"Postcolonial and Global Cultural Studies","200206","Globalisation and Culture"
420306,"Postcolonial and Global Cultural Studies","200211","Postcolonial Studies"
420307,"Consumption and Everyday Life","200203","Consumption and Everyday Life"
420308,"Multicultural, Intercultural and Cross-cultural Studies","200209","Multicultural, Intercultural and Cross-cultural Studies"
420399,"Cultural Studies not elsewhere classified","200202","Asian Cultural Studies"
420399,"Cultural Studies not elsewhere classified","200207","Māori Cultural Studies"
420399,"Cultural Studies not elsewhere classified","200208","Migrant Cultural Studies"
420399,"Cultural Studies not elsewhere classified","200210","Pacific Cultural Studies"
420399,"Cultural Studies not elsewhere classified","200299","Cultural Studies not elsewhere classified"
429999,"Other Language and Culture","209999p","Language, Communication and Culture not elsewhere classified"
430101,"History: Australian","210301","Aboriginal and Torres Strait Islander History"
430101,"History: Australian","210303","Australian History (excl. Aboriginal and Torres Strait Islander History)"
430102,"History: Asian ","210302","Asian History"
430103,"History: Pacific ","210309","Māori History"
430103,"History: Pacific ","210311","New Zealand History"
430103,"History: Pacific ","210313","Pacific History (excl. New Zealand and Māori)"
430104,"History: North American","210312","North American History"
430105,"History: Latin American","210308","Latin American History"
430106,"History: African ","210310p","Middle Eastern and African History"
430107,"History: British ","210305","British History"
430108,"History: European","210307","European History (excl. British, Classical Greek and Roman)"
430109,"History: Middle Eastern","210310p","Middle Eastern and African History"
430110,"History: Classical Greek and Roman ","210306","Classical Greek and Roman History"
430111,"History: Other ","210399p","Historical Studies not elsewhere classified"
430111,"History: Other ","220201p","Business and Labour History"
430111,"History: Other ","220207p","History and Philosophy of the Humanities"
430111,"History: Other ","220208p","History and Philosophy of the Social Sciences"
430112,"Biography","210304","Biography"
430199,"Historical Studies not elsewhere classified","210399p","Historical Studies not elsewhere classified"
430199,"Historical Studies not elsewhere classified","220201p","Business and Labour History"
430199,"Historical Studies not elsewhere classified","220207p","History and Philosophy of the Humanities"
430199,"Historical Studies not elsewhere classified","220208p","History and Philosophy of the Social Sciences"
430201,"Archaeology of Hunter-Gatherer Societies (incl. Pleistocene Archaeology) ","210101p","Aboriginal and Torres Strait Islander Archaeology"
430201,"Archaeology of Hunter-Gatherer Societies (incl. Pleistocene Archaeology) ","210103p","Archaeology of Asia, Africa and the Americas "
430201,"Archaeology of Hunter-Gatherer Societies (incl. Pleistocene Archaeology) ","210105p","Archaeology of Europe, the Mediterranean and the Levant"
430201,"Archaeology of Hunter-Gatherer Societies (incl. Pleistocene Archaeology) ","210106p","Archaeology of New Guinea and Pacific Islands (excl. New Zealand)"
430201,"Archaeology of Hunter-Gatherer Societies (incl. Pleistocene Archaeology) ","210109p","Māori Archaeology"
430202,"Archaeology of Agricultural and Pastoral Societies ","210103p","Archaeology of Asia, Africa and the Americas "
430202,"Archaeology of Agricultural and Pastoral Societies ","210104p","Archaeology of Australia (excl. Aboriginal and Torres Strait Islander)"
430202,"Archaeology of Agricultural and Pastoral Societies ","210105p","Archaeology of Europe, the Mediterranean and the Levant"
430202,"Archaeology of Agricultural and Pastoral Societies ","210106p","Archaeology of New Guinea and Pacific Islands (excl. New Zealand)"
430202,"Archaeology of Agricultural and Pastoral Societies ","210107p","Archaeology of New Zealand (excl. Māori)"
430202,"Archaeology of Agricultural and Pastoral Societies ","210109p","Māori Archaeology"
430203,"Archaeology of Complex Societies: Europe, the Mediterranean and the Levant","210105p","Archaeology of Europe, the Mediterranean and the Levant"
430204,"Archaeology of Complex Societies: Asia, Africa, Oceania and the Americas ","210103p","Archaeology of Asia, Africa and the Americas "
430204,"Archaeology of Complex Societies: Asia, Africa, Oceania and the Americas ","210104p","Archaeology of Australia (excl. Aboriginal and Torres Strait Islander)"
430204,"Archaeology of Complex Societies: Asia, Africa, Oceania and the Americas ","210106p","Archaeology of New Guinea and Pacific Islands (excl. New Zealand)"
430204,"Archaeology of Complex Societies: Asia, Africa, Oceania and the Americas ","210107p","Archaeology of New Zealand (excl. Māori)"
430204,"Archaeology of Complex Societies: Asia, Africa, Oceania and the Americas ","210109p","Māori Archaeology"
430205,"Historical Archaeology (incl. Industrial Archaeology)","210108","Historical Archaeology (incl. Industrial Archaeology)"
430206,"Maritime Archaeology ","210110","Maritime Archaeology "
430207,"Archaeological Science ","210102","Archaeological Science "
430299,"Archaeology and Prehistory not elsewhere classified","210101p","Aboriginal and Torres Strait Islander Archaeology"
430299,"Archaeology and Prehistory not elsewhere classified","210199","Archaeology not elsewhere classified"
439999,"Other History and Archaeology","219999p","History and Archaeology not elsewhere classified"
439999,"Other History and Archaeology","220201p","Business and Labour History"
439999,"Other History and Archaeology","220207p","History and Philosophy of the Humanities"
439999,"Other History and Archaeology","220208p","History and Philosophy of the Social Sciences"
440101,"Aesthetics ","220301","Aesthetics "
440102,"Epistemology ","220304","Epistemology "
440103,"Ethical Theory ","220305","Ethical Theory "
